Time(Sec),Cell Voltage(V),Current Density(A/§²),Cell Current(A),Cell Power(W),Bottle Temp(Deg C),Bottle Water Temp(Deg C),Anode Inlet Temp(Deg C),Cell Temp(Deg C),Anode Outlet Temp(Deg C),Cathode Outlet Temp(Deg C),Anode Vent Temp(Deg C),Cathode Vent Temp(Deg C),Cathode N2 MFC Flow(SCCM),Anode N2 MFC Flow(SCCM),Spare,Anode O2 MFM Flow(SCCM),Cathode H2 MFM Flow(SCCM),Anode Vent Pressure(kpa),Anode Bottle Pressure(kpa),Anode Inlet Pressure(kpa),Anode Outlet Pressure(kpa),Cathode Outlet Pressure(kpa),Cathode Vent Pressure(kpa),Anode Dewpoint(Deg C),Cathode Dewpoint(Deg C),Anode H2 Sensor(%),Cathode O2 Sensor(%),Water Conductivity(G),Liquide Flow(ccm),Anode Outlet Pressure 2(kpa),Cathode Outlet Pressure 2(kpa),H2 Sensor -1(ppm),H2 Sensor -2(ppm),Cycle,Volt Jump Cycle
41723,1.666,0.301,24.906,41.483,59.5,65.2,65.1,29.9,61.4,32.6,33,30.4,0,0,-1.13,79.811,164.811,4.235,7.73,24.452,0.594,0,0,-39.667,-40.63,1.577,0.551,0.409,299.784,17.1,15.089,0.151,5.29,0,0
41724,1.666,0.301,24.912,41.503,59.5,65.2,65.1,29.9,61.4,32.6,33,30.4,0,0,-1.216,77.33,165.221,4.694,6.866,24.316,2.554,0,0,-39.671,-40.628,1.577,0.549,0.396,300.976,18.343,14.389,0.897,5.283,0,0
41725,1.666,0.301,24.918,41.513,59.5,65.2,65.1,29.9,61.4,32.6,33,30.4,0,0,-1.127,80.393,165.297,4.533,9.163,25.734,1.312,0,0,-39.661,-40.625,1.578,0.549,0.4,300.964,17.023,15.276,0.109,5.748,0,0
41726,1.666,0.301,24.912,41.483,59.5,65.2,65.1,29.9,61.4,32.6,33,30.4,0,0,-1.17,77.33,165.173,4.394,6.149,24.548,2.152,0,0,-39.668,-40.63,1.577,0.549,0.398,300.016,18.226,13.621,1.312,5.344,0,0
41727,1.666,0.301,24.912,41.493,59.5,65.2,65.1,29.9,61.4,32.6,33,30.4,0,0,-1.133,79.571,164.58,4.708,8.569,23.213,0.908,0,0,-39.659,-40.618,1.577,0.549,0.399,299.735,18.09,14.822,0.199,5.408,0,0
41728,1.666,0.301,24.9,41.493,59.5,65.2,65.1,29.9,61.4,32.6,33,30.4,0,0,-1.154,77.31,165.012,4.337,7.971,24.801,2.733,0,0,-39.666,-40.623,1.576,0.549,0.399,299.805,17.224,14.81,1.101,5.404,0,0
41729,1.666,0.301,24.9,41.493,59.5,65.2,65.1,29.9,61.4,32.6,33,30.4,0,0,-1.136,80.72,164.892,4.661,8.01,24.366,1.802,0,0,-39.662,-40.627,1.577,0.549,0.399,301.02,17.628,15.278,0.311,5.453,0,0
41730,1.666,0.301,24.896,41.493,59.5,65.2,65.1,29.9,61.4,32.6,33.1,30.4,0,0,-1.114,78.887,164.937,4.452,7.125,24.033,2.542,0,0,-39.667,-40.626,1.577,0.549,0.4,299.851,17.006,14.403,1.109,5.382,0,0
41731,1.666,0.301,24.906,41.493,59.5,65.2,65.1,29.9,61.4,32.6,33.4,30.4,0,0,-1.106,80.279,163.948,4.547,8.072,23.622,1.805,0,0,-39.662,-40.624,1.577,0.549,0.399,299.817,16.418,15.078,0.17,5.438,0,0
41732,1.666,0.301,24.906,41.483,59.5,65.2,65.1,29.9,61.4,32.6,33.4,30.4,0,0,-1.137,76.998,164.816,4.442,8.177,24.392,2.893,0,0,-39.661,-40.624,1.577,0.549,0.394,300.793,18.016,14.214,1.092,5.18,0,0
41733,1.666,0.301,24.906,41.493,59.4,65.2,65.1,29.9,61.4,32.6,33.5,30.4,0,0,-1.14,79.764,164.968,4.115,8.83,27.208,1.106,0,0,-39.666,-40.627,1.577,0.55,0.4,300.946,18.111,14.374,0.213,5.629,0,0
41734,1.666,0.301,24.912,41.513,59.4,65.2,65.1,30,61.4,32.6,33.5,30.4,0,0,-1.134,78.316,165.736,4.967,7.763,24.526,2.592,0,0,-39.656,-40.628,1.577,0.549,0.399,300.956,18.32,15.202,0.642,5.296,0,0
41735,1.7,0.402,33.22,56.484,59.4,65.2,65.1,30,61.4,32.6,33.5,30.4,0,0,-1.151,80.214,171.821,4.4,7.089,25.665,2.848,0,0,-39.664,-40.63,1.577,0.55,0.402,300.924,17.258,13.941,0.945,5.197,0,0
41736,1.7,0.402,33.22,56.484,59.4,65.2,65.1,30,61.4,32.6,33.3,30.4,0,0,-1.128,82.259,178.39,4.791,7.873,24.28,1.86,0,0,-39.657,-40.627,1.577,0.55,0.398,299.838,17.011,14.889,-0.027,5.554,0,0
41737,1.701,0.402,33.22,56.517,59.4,65.3,65.1,30,61.4,32.6,33.2,30.4,0,0,-1.166,81.842,183.706,4.672,8.388,24.332,3.283,0,0,-39.665,-40.63,1.577,0.55,0.395,299.815,18.016,14.932,0.927,5.516,0,0
41738,1.701,0.402,33.214,56.507,59.4,65.3,65.1,30,61.4,32.6,33.2,30.4,0,0,-1.178,83.919,188.313,4.223,8.182,24.883,2.094,0,0,-39.661,-40.619,1.577,0.549,0.403,298.765,16.514,13.915,0.382,5.385,0,0
41739,1.701,0.402,33.232,56.507,59.4,65.3,65.1,30,61.4,32.6,33.1,30.4,0,0,-1.168,85.522,192.477,4.86,7.285,24.419,3.082,0,0,-39.661,-40.621,1.578,0.55,0.398,298.724,18.308,15.494,0.75,5.51,0,0
41740,1.701,0.402,33.238,56.528,59.4,65.3,65.1,30,61.4,32.6,33.1,30.4,0,0,-1.113,84.493,195.723,4.285,8.256,26.32,2.522,0,0,-39.669,-40.63,1.577,0.549,0.401,298.514,16.889,14.401,0.768,5.469,0,0
41741,1.701,0.402,33.22,56.517,59.4,65.3,65.1,30,61.4,32.6,33.1,30.4,0,0,-1.121,86.766,198.737,4.834,8.129,24.983,1.991,0,0,-39.66,-40.633,1.578,0.549,0.398,297.498,17.968,15.872,0.234,5.554,0,0
41742,1.701,0.402,33.238,56.517,59.4,65.3,65.1,30,61.4,32.6,33.4,30.4,0,0,-1.167,85.581,201.732,4.482,6.859,25.646,3.439,0,0,-39.665,-40.63,1.577,0.549,0.395,299.85,18.681,14.377,1.105,5.435,0,0
41743,1.701,0.402,33.22,56.507,59.4,65.3,65.1,30,61.4,32.6,33.6,30.4,0,0,-1.102,89.327,204.201,4.216,7.785,25.459,2.178,0,0,-39.66,-40.63,1.577,0.55,0.4,299.765,17.762,13.879,0.222,5.606,0,0
41744,1.701,0.402,33.226,56.517,59.4,65.3,65.1,30,61.4,32.6,33.6,30.4,0,0,-1.136,87.629,206.174,4.764,8.167,24.426,3.551,0,0,-39.66,-40.618,1.578,0.549,0.397,297.856,17.655,15.082,0.437,5.613,0,0
41745,1.701,0.402,33.232,56.507,59.4,65.3,65.1,30,61.4,32.6,33.7,30.4,0,0,-1.122,88.747,208.135,4.242,9.373,25.275,3.967,0,0,-39.668,-40.625,1.577,0.549,0.401,297.485,17.064,14.214,0.744,5.454,0,0
41746,1.701,0.402,33.238,56.517,59.4,65.3,65.1,30,61.4,32.6,33.6,30.4,0,0,-1.194,89.035,209.845,4.515,10.057,25.232,2.604,0,0,-39.661,-40.629,1.578,0.55,0.4,297.428,17.444,14.8,0.006,5.363,0,0
41747,1.701,0.402,33.232,56.517,59.4,65.3,65.1,30,61.4,32.6,33.6,30.4,0,0,-1.127,88.868,211.259,4.672,7.718,24.428,2.719,0,0,-39.661,-40.63,1.579,0.549,0.397,298.701,18.257,15.094,0.593,5.387,0,0
41748,1.701,0.402,33.238,56.528,59.5,65.3,65.1,30,61.4,32.6,33.4,30.4,0,0,-1.179,89.952,212.289,4.562,6.225,25.347,3.276,0,0,-39.665,-40.63,1.577,0.549,0.398,298.501,18.049,14.181,1.387,5.378,0,0
41749,1.701,0.402,33.232,56.538,59.5,65.3,65.1,30,61.4,32.6,33.4,30.4,0,0,-1.144,90.842,213.335,4.239,8.502,26.069,3.075,0,0,-39.66,-40.62,1.577,0.549,0.402,298.503,16.743,13.255,0.691,5.397,0,0
41750,1.701,0.402,33.226,56.538,59.5,65.3,65.1,30,61.4,32.6,33.3,30.4,0,0,-1.098,90.573,214.408,4.707,9.112,25.536,2.367,0,0,-39.661,-40.624,1.578,0.549,0.402,296.531,16.167,16.238,-0.331,5.386,0,0
41751,1.701,0.402,33.232,56.528,59.5,65.3,65.1,30,61.5,32.6,33.2,30.4,0,0,-1.083,89.925,215.4,4.744,8.232,24.316,3.324,0,0,-39.657,-40.629,1.578,0.547,0.399,296.253,18.951,14.932,0.746,5.514,0,0
41752,1.701,0.402,33.22,56.528,59.5,65.3,65.1,30,61.5,32.6,33.2,30.4,0,0,1.412,90.809,216.856,3.797,5.823,26.339,5.015,0,0,-39.676,-40.632,1.577,0.547,0.403,296.108,19.482,15.465,0.893,5.111,0,0
41753,1.701,0.402,33.238,56.538,59.5,65.3,65.1,30,61.5,32.6,33.2,30.4,0,0,-1.153,93.784,217.255,4.862,9.031,25.538,2.661,0,0,-39.659,-40.62,1.578,0.547,0.404,298.49,16.368,15.326,-0.158,5.457,0,0
41754,1.701,0.402,33.232,56.528,59.5,65.3,65.1,30,61.5,32.6,33.2,30.4,0,0,-1.111,90.669,217.343,4.922,8.256,25.139,3.257,0,0,-39.66,-40.628,1.579,0.547,0.398,298.541,18.205,14.822,0.824,5.458,0,0
41755,1.701,0.402,33.232,56.528,59.5,65.3,65.1,30,61.5,32.6,33.2,30.4,0,0,-1.196,91.478,218.385,4.244,8.048,25.258,4.558,0,0,-39.666,-40.619,1.578,0.547,0.398,298.694,16.315,15.219,1.018,5.654,0,0
41756,1.701,0.402,33.232,56.528,59.5,65.3,65.1,30,61.5,32.6,33.2,30.4,0,0,-1.175,93.364,218.434,4.739,6.969,25.988,3.352,0,0,-39.652,-40.637,1.578,0.547,0.405,298.707,18.76,13.958,0.352,5.46,0,0
41757,1.701,0.402,33.232,56.528,59.5,65.4,65.1,30,61.5,32.6,33.2,30.4,0,0,-1.181,92.535,218.491,4.716,8.048,26.067,2.455,0,0,-39.662,-40.626,1.578,0.547,0.399,298.748,16.822,15.891,0.019,5.547,0,0
41758,1.701,0.402,33.22,56.507,59.5,65.4,65.1,30,61.5,32.6,33.2,30.4,0,0,-1.117,91.244,219.428,4.729,7.333,24.811,3.061,0,0,-39.658,-40.625,1.579,0.547,0.398,298.654,17.891,14.812,0.811,5.222,0,0
41759,1.701,0.402,33.232,56.528,59.5,65.4,65.1,30,61.5,32.6,33.3,30.4,0,0,-1.199,91.306,219.881,4.4,7.689,24.495,5.012,0,0,-39.667,-40.623,1.578,0.547,0.397,298.669,17.533,14.996,1.172,5.393,0,0
41760,1.701,0.402,33.232,56.538,59.5,65.4,65.1,29.9,61.5,32.6,33.5,30.4,0,0,-1.204,93.249,219.834,4.345,9.665,25.643,2.807,0,0,-39.662,-40.627,1.578,0.547,0.403,298.583,18.253,14.087,0.418,5.486,0,0
41761,1.701,0.402,33.22,56.507,59.5,65.4,65.1,29.9,61.5,32.6,33.5,30.4,0,0,-1.093,92.249,220.477,4.79,8.502,25.115,1.939,0,0,-39.665,-40.623,1.578,0.547,0.398,298.618,17.159,16.484,-0.033,5.439,0,0
41762,1.701,0.402,33.226,56.517,59.5,65.4,65.1,29.9,61.5,32.6,33.5,30.4,0,0,-1.091,92.27,221.228,4.566,8.007,25.265,3.065,0,0,-39.669,-40.633,1.579,0.547,0.396,300.645,19.178,14.494,0.567,5.598,0,0
41763,1.701,0.402,33.238,56.538,59.5,65.4,65.1,29.9,61.5,32.6,33.5,30.4,0,0,-1.148,96.563,221.378,4.696,6.945,25.428,3.041,0,0,-39.662,-40.622,1.578,0.547,0.4,300.946,17.719,13.999,0.754,5.307,0,0
41764,1.701,0.402,33.226,56.517,59.5,65.4,65.1,29.9,61.5,32.6,33.5,30.4,0,0,-1.132,95.676,221.581,4.532,8.151,25.729,2.388,0,0,-39.655,-40.63,1.578,0.547,0.404,300.977,17.65,15.015,0.37,5.342,0,0
41765,1.701,0.402,33.232,56.528,59.5,65.4,65.1,29.9,61.5,32.6,33.3,30.4,0,0,-1.123,95.273,221.661,4.983,8.335,23.969,2.752,0,0,-39.658,-40.63,1.579,0.547,0.398,297.396,17.303,15.054,0.239,5.487,0,0
41766,1.701,0.402,33.226,56.517,59.5,65.3,65.1,29.9,61.5,32.6,33.3,30.4,0,0,-1.116,94.948,221.68,4.693,7.689,23.976,2.594,0,0,-39.656,-40.628,1.579,0.547,0.397,299.801,18.064,15.333,0.754,5.409,0,0
41767,1.701,0.402,33.226,56.517,59.5,65.3,65.1,29.9,61.5,32.6,33.3,30.4,0,0,-1.114,95.625,221.272,4.819,7.703,25.536,3.644,0,0,-39.666,-40.621,1.579,0.547,0.389,299.806,18.403,14.358,1.014,5.215,0,0
41768,1.701,0.402,33.214,56.517,59.5,65.3,65.1,29.9,61.5,32.6,33.3,30.4,0,0,-1.111,96.956,221.918,4.693,8.399,26.765,3.797,0,0,-39.665,-40.617,1.578,0.547,0.444,298.83,18.121,14.035,0.646,5.755,0,0
41769,1.701,0.402,33.232,56.528,59.5,65.3,65.1,29.9,61.5,32.6,33.3,30.4,0,0,-1.173,95.893,221.91,4.911,8.842,26.071,1.802,0,0,-39.663,-40.615,1.578,0.547,0.471,298.591,17.011,16.264,-0.197,5.382,0,0
41770,1.701,0.402,33.232,56.528,59.5,65.3,65.1,29.9,61.5,32.6,33.4,30.4,0,0,-1.134,95.613,222.023,4.607,8.199,25.387,2.809,0,0,-39.662,-40.625,1.579,0.547,0.441,298.689,19.683,13.824,0.568,5.441,0,0
41771,1.701,0.402,33.22,56.507,59.5,65.3,65.1,29.9,61.6,32.6,33.6,30.4,0,0,-1.102,95.31,221.656,4.329,8.675,24.213,3.781,0,0,-39.666,-40.622,1.579,0.547,0.424,298.585,16.731,14.535,0.643,5.542,0,0
41772,1.701,0.402,33.232,56.517,59.5,65.3,65.1,29.9,61.6,32.6,33.6,30.4,0,0,-1.099,97.342,222.08,4.707,9.122,24.715,1.604,0,0,-39.66,-40.621,1.579,0.545,0.411,298.629,17.403,14.733,-0.227,5.558,0,0
41773,1.701,0.402,33.238,56.538,59.5,65.3,65.1,30,61.6,32.6,33.6,30.4,0,0,-1.13,96.458,222.764,4.974,7.354,22.615,3.24,0,0,-39.664,-40.632,1.579,0.546,0.372,298.652,17.958,15.073,0.837,5.257,0,0
41774,1.701,0.402,33.226,56.517,59.5,65.3,65.1,29.9,61.6,32.6,33.6,30.4,0,0,-1.194,100.3,222.515,4.81,7.694,25.715,3.623,0,0,-39.669,-40.622,1.579,0.545,0.341,298.592,18.726,14.145,1.291,5.374,0,0
41775,1.701,0.402,33.226,56.517,59.5,65.3,65.1,29.9,61.6,32.6,33.6,30.4,0,0,-1.127,99.97,222.947,4.415,8.61,25.402,3.561,0,0,-39.653,-40.634,1.579,0.545,0.353,298.562,17.774,13.434,0.496,5.438,0,0
41776,1.701,0.402,33.226,56.517,59.5,65.3,65.1,29.9,61.6,32.6,33.5,30.4,0,0,-1.09,100.447,223.048,4.707,9.887,25.339,1.697,0,0,-39.66,-40.616,1.579,0.545,0.374,298.552,17.975,14.616,0.061,5.4,0,0
41777,1.701,0.402,33.232,56.528,59.5,65.3,65.1,29.9,61.6,32.6,33.5,30.4,0,0,-1.11,100.118,222.626,4.769,9.225,25.158,3.305,0,0,-39.66,-40.63,1.58,0.545,0.388,299.781,18.372,15.257,0.474,5.417,0,0
41778,1.701,0.402,33.22,56.507,59.5,65.3,65.1,29.9,61.6,32.6,33.5,30.4,0,0,-1.158,100.854,222.171,4.584,7.636,25.933,4.391,0,0,-39.664,-40.619,1.579,0.545,0.395,300.864,18.757,14.508,1.078,5.285,0,0
41779,1.701,0.402,33.238,56.538,59.5,65.3,65.1,29.9,61.6,32.6,33.8,30.4,0,0,-1.218,98.72,222.779,4.52,7.794,26.378,3.592,0,0,-39.663,-40.615,1.578,0.545,0.405,300.893,18.525,14.613,0.68,5.329,0,0
41780,1.701,0.402,33.238,56.538,59.5,65.3,65.1,29.8,61.6,32.6,33.9,30.4,0,0,-1.117,97.525,223.379,4.577,9.966,25.545,2.372,0,0,-39.661,-40.627,1.58,0.545,0.403,298.096,17.15,15.781,-0.221,5.711,0,0
41781,1.701,0.402,33.226,56.517,59.5,65.3,65.1,29.8,61.6,32.6,33.9,30.4,0,0,-1.073,97.628,223.888,5.184,8.325,25.88,3.073,0,0,-39.66,-40.625,1.58,0.545,0.399,297.434,18.784,13.726,0.645,5.569,0,0
41782,1.701,0.402,33.238,56.538,59.5,65.3,65.1,29.8,61.6,32.6,34,30.4,0,0,-1.184,100.263,223.904,4.78,8.103,25.792,3.778,0,0,-39.668,-40.631,1.579,0.545,0.394,297.318,17.533,14.546,0.992,5.421,0,0
41783,1.701,0.402,33.232,56.528,59.5,65.3,65.1,29.7,61.6,32.6,34,30.4,0,0,-1.064,102.78,223.756,4.84,8.84,25.249,2.601,0,0,-39.659,-40.628,1.579,0.546,0.407,300.911,16.691,14.36,0.845,5.313,0,0
41784,1.701,0.402,33.232,56.528,59.5,65.3,65.1,29.7,61.6,32.6,34,30.4,0,0,-1.154,103.068,223.54,4.553,8.421,26.729,2.125,0,0,-39.66,-40.63,1.579,0.546,0.403,298.479,17.241,14.075,0.158,5.557,0,0
41785,1.701,0.402,33.22,56.507,59.5,65.3,65.1,29.7,61.6,32.6,33.6,30.4,0,0,-1.131,103.096,223.43,4.816,9.16,24.682,2.295,0,0,-39.66,-40.613,1.58,0.546,0.4,298.538,17.026,15.082,0.021,5.803,0,0
41786,1.701,0.402,33.226,56.517,59.5,65.3,65.1,29.7,61.6,32.6,33.6,30.4,0,0,-1.183,102.266,223.124,4.945,6.964,25.119,3.135,0,0,-39.662,-40.627,1.58,0.546,0.398,301.505,17.944,15.159,0.383,5.435,0,0
41787,1.701,0.402,33.226,56.517,59.5,65.3,65.1,29.7,61.6,32.6,33.6,30.4,0,0,-1.159,103.529,223.428,4.598,6.694,25.143,2.824,0,0,-39.669,-40.63,1.579,0.545,0.393,302.195,18.109,13.855,0.712,5.411,0,0
41788,1.702,0.402,33.238,56.571,59.5,65.3,65.1,29.7,61.6,32.6,33.5,30.4,0,0,-1.157,104.696,223.455,3.755,8.586,26.516,1.831,0,0,-39.674,-40.624,1.579,0.545,0.399,302.027,16.927,11.879,0.852,5.401,0,0
41789,1.701,0.402,33.22,56.507,59.5,65.2,65.1,29.7,61.6,32.6,33.4,30.4,0,0,-1.149,104.194,222.834,4.635,10.062,25.54,2.42,0,0,-39.662,-40.63,1.58,0.545,0.401,297.404,16.317,14.645,-0.566,5.584,0,0
41790,1.701,0.402,33.226,56.517,59.5,65.2,65.1,29.7,61.6,32.6,33.4,30.4,0,0,-1.174,100.764,222.867,4.607,7.318,24.988,3.929,0,0,-39.664,-40.635,1.58,0.546,0.401,306.886,18.25,14.649,1.351,5.424,0,0
41791,1.701,0.402,33.226,56.517,59.5,65.2,65.1,29.8,61.6,32.6,33.4,30.4,0,0,-1.136,102.754,222.543,4.46,8.993,26.55,3.666,0,0,-39.662,-40.625,1.58,0.545,0.401,306.881,18.164,14.128,0.82,5.667,0,0
41792,1.702,0.402,33.226,56.551,59.5,65.2,65.1,29.8,61.6,32.6,33.4,30.4,0,0,-1.152,103.152,222.959,4.726,9.756,25.567,1.927,0,0,-39.659,-40.625,1.58,0.545,0.403,298.939,16.961,14.678,-0.366,5.613,0,0
41793,1.701,0.402,33.226,56.517,59.5,65.2,65.1,29.8,61.6,32.6,33.4,30.4,0,0,-1.166,100.789,222.983,5.113,8.112,24.887,2.604,0,0,-39.662,-40.624,1.58,0.545,0.398,297.333,18.198,15.927,0.569,5.579,0,0
41794,1.701,0.402,33.232,56.528,59.5,65.3,65.1,29.8,61.6,32.6,33.4,30.4,0,0,-1.136,102.111,223.067,4.538,8.175,25.206,4.192,0,0,-39.665,-40.63,1.58,0.545,0.395,297.543,18.774,14.551,1.257,5.431,0,0
41795,1.701,0.402,33.226,56.517,59.5,65.3,65.1,29.8,61.6,32.6,33.4,30.4,0,0,-1.146,103.701,223.708,4.639,7.904,25.615,3.991,0,0,-39.664,-40.621,1.58,0.545,0.399,298.605,18.135,13.63,0.877,5.413,0,0
41796,1.701,0.402,33.238,56.551,59.5,65.3,65.1,29.9,61.6,32.6,33.4,30.4,0,0,-1.154,104.549,223.582,4.425,9.026,25.009,3.532,0,0,-39.653,-40.63,1.58,0.546,0.405,298.604,18.104,14.829,0.37,5.374,0,0
41797,1.702,0.402,33.22,56.54,59.5,65.3,65.1,29.9,61.6,32.6,33.3,30.4,0,0,-1.09,104.535,223.92,4.782,8.914,24.677,2.47,0,0,-39.659,-40.623,1.58,0.545,0.412,298.666,17.621,15.152,0.251,5.449,0,0
41798,1.701,0.402,33.232,56.528,59.5,65.3,65.1,29.9,61.6,32.6,33.3,30.4,0,0,-1.114,103.986,223.797,5.137,7.311,24.581,4.546,0,0,-39.658,-40.63,1.58,0.543,0.409,298.675,17.602,15.073,0.548,5.499,0,0
41799,1.702,0.402,33.238,56.571,59.5,65.3,65.1,29.9,61.6,32.6,33.3,30.4,0,0,-1.127,105.114,222.81,4.486,7.99,25.851,5.362,0,0,-39.668,-40.634,1.58,0.543,0.408,298.575,17.468,14.97,1.441,5.322,0,0
41800,1.702,0.402,33.232,56.561,59.5,65.3,65.1,29.8,61.6,32.6,33.4,30.4,0,0,-1.192,104.622,223.473,4.562,8.28,25.304,3.041,0,0,-39.668,-40.626,1.58,0.543,0.416,298.605,17.339,14.283,0.662,5.628,0,0
41801,1.702,0.402,33.232,56.561,59.5,65.3,65.1,29.8,61.6,32.6,33.4,30.4,0,0,-1.142,105.929,223.277,4.444,8.964,26.155,2.496,0,0,-39.666,-40.626,1.581,0.543,0.414,298.483,17.468,14.432,0.168,5.551,0,0
41802,1.702,0.402,33.22,56.54,59.5,65.3,65.1,29.8,61.6,32.6,33.7,30.4,0,0,-1.139,105.775,222.994,4.87,7.627,23.543,3.618,0,0,-39.659,-40.621,1.58,0.543,0.398,299.809,16.657,15.173,0.36,5.48,0,0
41803,1.702,0.402,33.238,56.571,59.5,65.3,65.1,29.8,61.6,32.6,33.8,30.4,0,0,-1.145,107.853,223.694,5.069,7.94,24.268,4.163,0,0,-39.663,-40.636,1.581,0.543,0.395,299.788,18.504,15.008,0.612,5.365,0,0
41804,1.702,0.402,33.232,56.561,59.5,65.3,65.1,29.8,61.6,32.6,33.8,30.4,0,0,-1.161,108.988,223.395,4.685,7.866,25.526,3.288,0,0,-39.664,-40.635,1.581,0.544,0.396,301.74,17.879,14.037,1.351,5.408,0,0
41805,1.702,0.402,33.22,56.54,59.5,65.3,65.1,29.8,61.6,32.6,33.8,30.4,0,0,-1.191,107.956,223.47,4.667,8.206,27.731,2.644,0,0,-39.659,-40.62,1.581,0.543,0.403,302.197,17.542,14.195,0.333,5.564,0,0
41806,1.702,0.402,33.232,56.54,59.5,65.4,65.1,29.8,61.6,32.6,33.7,30.4,0,0,-1.131,108.385,223.829,5.069,9.256,25.394,2.465,0,0,-39.659,-40.623,1.581,0.544,0.402,302.159,17.549,14.291,0.132,5.536,0,0
41807,1.702,0.402,33.238,56.571,59.5,65.4,65.1,29.8,61.6,32.6,33.7,30.4,0,0,-1.138,106.792,223.794,5.061,8.026,26.055,2.221,0,0,-39.659,-40.636,1.581,0.544,0.398,298.765,18.296,16.563,0.573,5.378,0,0
41808,1.702,0.402,33.232,56.561,59.5,65.4,65.1,29.8,61.6,32.6,33.5,30.4,0,0,-1.183,109.01,223.605,4.644,9.222,25.151,3.924,0,0,-39.667,-40.622,1.581,0.543,0.395,298.682,17.997,14.958,0.748,5.51,0,0
41809,1.702,0.402,33.232,56.561,59.4,65.5,65.1,29.8,61.6,32.6,33.5,30.4,0,0,-1.06,110.151,223.787,4.698,8.828,26.208,3.661,0,0,-39.664,-40.626,1.581,0.543,0.401,298.693,16.884,14.781,0.81,5.594,0,0
41810,1.702,0.402,33.22,56.54,59.4,65.5,65.1,29.8,61.6,32.6,33.5,30.4,0,0,-1.154,110.272,223.283,4.84,8.938,25.528,3.132,0,0,-39.655,-40.629,1.581,0.543,0.401,298.607,17.195,15.742,-0.333,5.663,0,0
41811,1.702,0.402,33.232,56.561,59.4,65.5,65.1,29.8,61.6,32.6,33.5,30.4,0,0,-1.077,107.27,223.479,4.989,7.548,25.103,2.752,0,0,-39.661,-40.628,1.582,0.543,0.397,298.775,19.118,13.965,0.662,5.52,0,0
41812,1.702,0.402,33.238,56.551,59.4,65.5,65.1,29.8,61.6,32.6,33.7,30.4,0,0,-1.139,107.174,223.68,4.765,6.928,25.674,4.125,0,0,-39.665,-40.628,1.581,0.544,0.395,298.61,18.846,14.637,0.649,5.327,0,0
41813,1.702,0.402,33.232,56.561,59.4,65.5,65.1,29.8,61.6,32.6,33.7,30.4,0,0,-1.127,108.83,223.842,4.659,8.23,27.705,4.204,0,0,-39.666,-40.625,1.581,0.543,0.398,298.618,18.08,14.542,0.912,5.316,0,0
41814,1.702,0.402,33.22,56.54,59.4,65.5,65.1,29.8,61.6,32.6,33.9,30.4,0,0,-1.108,108.522,223.14,4.881,8.854,25.404,2.819,0,0,-39.653,-40.624,1.581,0.543,0.411,298.642,16.92,16.022,0.243,5.521,0,0
41815,1.702,0.402,33.232,56.561,59.4,65.5,65.1,29.8,61.6,32.6,33.9,30.4,0,0,-1.151,106.153,223.52,4.808,8.909,26.387,2.46,0,0,-39.658,-40.624,1.581,0.543,0.401,298.639,17.334,14.862,-0.271,5.395,0,0
41816,1.702,0.402,33.232,56.561,59.4,65.5,65.1,29.8,61.6,32.6,33.9,30.4,0,0,-1.161,103.501,223.589,5.125,9.392,24.627,3.422,0,0,-39.66,-40.631,1.581,0.543,0.398,300.618,18.25,16.037,0.177,5.513,0,0
41817,1.702,0.402,33.22,56.54,59.5,65.4,65.1,29.9,61.6,32.6,33.7,30.4,0,0,-1.148,104.775,223.632,4.931,7.859,24.043,3.599,0,0,-39.663,-40.63,1.582,0.543,0.395,301.006,18.54,15.13,0.822,5.409,0,0
41818,1.702,0.402,33.238,56.571,59.5,65.4,65.1,29.9,61.6,32.6,33.7,30.4,0,0,-1.143,106.025,223.462,4.812,7.825,25.78,3.19,0,0,-39.666,-40.627,1.581,0.543,0.4,301.008,17.755,14.398,1.134,5.432,0,0
41819,1.702,0.402,33.238,56.571,59.5,65.4,65.1,29.9,61.6,32.6,33.6,30.4,0,0,-1.165,109.102,223.469,4.82,8.493,26.418,3.049,0,0,-39.662,-40.624,1.581,0.543,0.401,298.609,17.547,14.161,0.728,5.327,0,0
41820,1.702,0.402,33.238,56.571,59.5,65.4,65.1,29.9,61.6,32.6,33.5,30.4,0,0,-1.126,107.838,223.517,4.638,9.363,26.105,2.211,0,0,-39.659,-40.627,1.582,0.543,0.402,298.593,18.257,14.994,-0.264,5.648,0,0
41821,1.702,0.402,33.22,56.54,59.5,65.4,65.1,29.9,61.6,32.6,33.5,30.4,0,0,-1.116,107.074,223.162,5.123,7.778,23.823,2.247,0,0,-39.657,-40.628,1.582,0.543,0.4,298.633,18.36,15.252,0.614,5.516,0,0
41822,1.703,0.402,33.226,56.584,59.5,65.4,65.1,29.9,61.6,32.6,33.5,30.4,0,0,-1.126,106.561,223.544,4.609,7.314,25.213,3.659,0,0,-39.665,-40.637,1.581,0.543,0.409,298.618,18.882,13.774,1.466,5.341,0,0
41823,1.702,0.402,33.226,56.551,59.5,65.4,65.1,29.9,61.6,32.6,33.5,30.4,0,0,-1.124,106.003,223.633,4.765,7.768,26.141,3.204,0,0,-39.666,-40.625,1.581,0.543,0.413,298.599,17.549,14.259,0.481,5.382,0,0
